Season,Nos,Name,Team,Age,Position,Appearances,Minutes,Goals,Assists,Yellows,Reds,SpG,Pass%,AerialsWon,MotM,Rating
2018,4,Sergio Agüero,Manchester City,31,  AM(CL)FW,31(2),2480,21,8,3,-,3.6,85,0.5,5,7.53
2019,11,Sergio Agüero,Manchester City,31,  AM(CL)FW,7(3),665,9,2,-,-,3.7,81.2,0.2,1,7.5
2018,220,Sergio Rico,Fulham,26,  GK,29,2610,-,-,1,-,-,53.8,0.5,2,6.57
2017,30,Shane Duffy,Brighton,27,  D(C),37,3294,-,1,8,-,0.8,76.4,5.4,3,7.18
2018,35,Shane Duffy,Brighton,27,  D(C),35,3088,5,1,4,1,1.1,75.2,5.3,6,7.11
2014,222,Shane Long,Southampton,32,  AM(R)FW,16(16),1542,5,5,2,-,1.2,67.3,1.5,1,6.69
2015,94,Shane Long,Southampton,32,  AM(R)FW,23(5),2111,10,4,2,-,2.3,66.4,2.9,1,7.02
2016,269,Shane Long,Southampton,32,  AM(R)FW,10(22),1249,3,1,2,-,1.3,69.9,1.4,-,6.4
2017,243,Shane Long,Southampton,32,  AM(R)FW,15(15),1580,2,1,6,-,1.1,66.8,2.6,-,6.53
2018,237,Shane Long,Southampton,32,  AM(R)FW,12(14),1271,5,1,3,-,1.2,64.6,2.8,1,6.5
2015,234,Shinji Okazaki,Leicester,33,  AM(CLR)FW,28(8),2074,5,-,1,-,1.3,74.9,1.5,1,6.61
2016,253,Shinji Okazaki,Leicester,33,  AM(CLR)FW,21(9),1578,3,1,1,-,1,74.9,0.9,1,6.5
2017,230,Shinji Okazaki,Leicester,33,  AM(CLR)FW,17(10),1330,6,2,2,-,1,73.3,1.1,1,6.58
2018,281,Shinji Okazaki,Leicester,33,  AM(CLR)FW,1(20),271,-,1,-,-,0.2,74.5,0.4,-,6.1
2016,19,Shkodran Mustafi,Arsenal,27,  D(CR),26,2275,2,2,11,-,0.9,82.7,3.9,2,7.35
2017,13,Shkodran Mustafi,Arsenal,27,  D(CR),25(2),2274,3,1,6,-,0.5,86.2,4.5,3,7.38
2018,50,Shkodran Mustafi,Arsenal,27,  D(CR),31,2617,2,-,9,-,0.6,81.9,4,2,7.05
2015,297,Siem de Jong,Newcastle United,30,  AM(C)FW,3(15),447,-,1,-,-,0.4,74.6,0.4,-,6.2
2015,48,Simon Francis,Bournemouth,34,  D(CR),38,3387,-,4,5,1,0.2,79.2,2.8,1,7.16
2016,99,Simon Francis,Bournemouth,34,  D(CR),34,2941,-,1,4,1,0.2,79.6,3.4,-,6.94
2017,74,Simon Francis,Bournemouth,34,  D(CR),31(1),2710,-,1,8,1,0.4,73.5,4.4,1,6.96
2014,209,Simon Mignolet,Liverpool,31,  GK,35(1),3224,-,-,-,-,-,61.9,0.2,-,6.73
2015,263,Simon Mignolet,Liverpool,31,  GK,34,3060,-,-,2,-,-,60.6,0.1,-,6.52
2016,179,Simon Mignolet,Liverpool,31,  GK,28,2520,-,-,-,-,-,61.5,0.7,-,6.72
2017,261,Simon Mignolet,Liverpool,31,  GK,19,1710,-,-,3,-,-,69.5,0.2,-,6.49
2016,172,Sofiane Boufal,Southampton,26,  AM(CLR)FW,12(12),1103,1,-,5,-,1,76.8,0.4,-,6.73
2017,195,Sofiane Boufal,Southampton,26,  AM(CLR)FW,11(15),1215,2,2,1,-,1.2,78.6,0.2,1,6.68
2019,146,Sofiane Boufal,Southampton,26,  AM(CLR)FW,4(4),384,-,2,-,-,1.4,79.4,0.4,-,6.68
2016,221,Sofiane Feghouli,West Ham,29,  M(CR),11(10),1040,3,3,1,1,1,71.5,0.4,-,6.6
2018,124,Sokratis,Arsenal,31,  D(CR),25,2199,1,2,12,-,0.4,89.4,2.2,-,6.82
2019,126,Sokratis,Arsenal,31,  D(CR),11,990,1,-,2,-,0.3,87.1,3.2,-,6.75
2018,27,Sol Bamba,Cardiff,34,  D(C)DMC,28,2477,4,1,7,-,0.8,69.1,3.4,3,7.15
2017,223,Solly March,Brighton,25,  M(CLR),18(18),1844,1,1,3,-,0.8,77.8,0.6,1,6.6
2018,128,Solly March,Brighton,25,  M(CLR),30(5),2475,1,5,1,-,1.2,70.6,0.5,-,6.79
2015,262,Son Heung-Min,Tottenham,27,  M(CLR)FW,13(15),1107,4,1,-,-,1.4,79.6,0.3,-,6.53
2016,48,Son Heung-Min,Tottenham,27,  M(CLR)FW,23(11),2070,14,6,2,-,2.4,81.2,0.3,3,7.14
2017,69,Son Heung-Min,Tottenham,27,  M(CLR)FW,27(10),2312,12,6,-,-,2,85.2,0.1,3,6.99
2018,40,Son Heung-Min,Tottenham,27,  M(CLR)FW,23(8),2049,12,6,2,1,2.4,85.6,0.1,4,7.1
2019,54,Son Heung-Min,Tottenham,27,  M(CLR)FW,8(1),700,2,3,-,1,2.7,85.4,0.4,1,7.04
2014,290,Sone Aluko,Hull,30,  AM(CLR)FW,13(12),1242,1,-,2,-,1.2,82.8,-,-,6.34
2016,208,Stefano Okaka,Watford,30,  FW,10(9),955,4,-,5,-,1.4,67,2.1,1,6.63
2014,264,Stéphane Sessegnon,West Bromwich Albion,35,  M(CLR),20(8),1765,1,3,5,-,1,84.8,0.5,-,6.54
2015,161,Stéphane Sessegnon,West Bromwich Albion,35,  M(CLR),21(4),1761,2,2,1,-,1.2,80.1,0.4,1,6.81
2014,267,Stephen Quinn,Hull,33,  M(CL),17(11),1640,1,3,3,1,0.6,84.3,0.5,-,6.51
2016,125,Stephen Ward,Burnley,34,  D(L),37,3233,1,1,5,-,0.2,68.5,1.7,-,6.88
2017,99,Stephen Ward,Burnley,34,  D(L),28,2462,1,1,1,-,0.2,69.1,2.1,1,6.89
2015,90,Steve Cook,Bournemouth,28,  D(C),36,3196,4,-,5,-,0.7,81.4,3.4,4,7.03
2016,40,Steve Cook,Bournemouth,28,  D(C),38,3420,2,-,5,-,0.8,82,3.8,2,7.18
2017,95,Steve Cook,Bournemouth,28,  D(C),31(3),2766,2,1,5,-,0.6,75.8,4,1,6.89
2018,68,Steve Cook,Bournemouth,28,  D(C),31,2787,1,1,3,-,0.7,79.3,4.1,1,6.96
2019,53,Steve Cook,Bournemouth,28,  D(C),11,990,-,-,2,-,0.4,77.7,3.9,-,7.05
2017,152,Steve Mounie,Huddersfield,25,  FW,21(7),1858,7,1,2,-,1.8,62,5.2,3,6.78
2018,165,Steve Mounie,Huddersfield,25,  FW,19(12),1778,2,3,1,1,2,64.5,6.8,2,6.69
2014,59,Steven Caulker,Queens Park Rangers,27,  D(C),34(1),3017,1,-,1,-,0.8,69.2,4.2,-,7.17
2014,185,Steven Davis,Southampton,34,  M(CLR),32(3),2651,-,2,3,-,0.9,85.3,0.3,-,6.81
2015,85,Steven Davis,Southampton,34,  M(CLR),31(3),2612,5,3,4,-,0.6,83.5,0.4,1,7.04
2016,188,Steven Davis,Southampton,34,  M(CLR),29(3),2644,-,3,3,-,1,86.2,0.3,-,6.68
2017,208,Steven Davis,Southampton,34,  M(CLR),17(6),1521,3,-,-,-,0.6,83.6,0.6,-,6.64
2016,163,Steven Defour,Burnley,31,  DMC,16(5),1080,1,3,1,-,0.4,80.2,-,2,6.77
2017,155,Steven Defour,Burnley,31,  DMC,24,2009,1,1,6,-,0.8,83.8,0.2,-,6.77
2014,261,Steven Fletcher,Sunderland,32,  FW,20(10),1784,5,2,4,-,1.2,69.3,2.6,2,6.55
2014,142,Steven Gerrard,Liverpool,39,  M(C),25(4),2238,9,1,7,1,1.9,85,0.7,-,6.95
2014,189,Steven Naismith,Everton,33,  AM(CLR)FW,22(9),2055,6,-,8,-,1.1,75.1,2.2,1,6.8
2014,117,Steven Nzonzi,Stoke,30,  M(C),38,3376,3,1,2,-,1.2,85,2.8,2,7.01
2014,118,Stewart Downing,West Ham,35,  D(L)M(CLR),37,3314,6,8,3,-,1.9,85,0.1,2,7
2016,231,Stewart Downing,Middlesbrough,35,  D(L)M(CLR),24(6),2212,1,3,1,-,1,81.3,0.3,-,6.57
2018,236,Stuart Armstrong,Southampton,27,  AM(CL),16(13),1433,3,2,2,-,1.1,78.6,0.6,-,6.5
2019,252,Stuart Armstrong,Southampton,27,  AM(CL),1(7),175,-,-,1,-,0.4,88,0.1,-,6.06
2017,272,Tammy Abraham,Swansea,22,  FW,15(16),1721,5,1,-,-,1.4,67.7,1.3,2,6.41
2019,12,Tammy Abraham,Chelsea,22,  FW,10(1),824,9,2,2,-,3.2,70.7,3,3,7.49
2019,94,Tanguy Ndombele,Tottenham,22,  DMC,6(3),533,2,1,2,-,0.7,82.7,0.3,1,6.86
2019,86,Teemu Pukki,Norwich,29,  AM(C)FW,11,977,6,2,2,-,2.7,79.2,-,1,6.88
2018,217,Terence Kongolo,Huddersfield,25,  D(CL),32,2722,1,1,4,-,0.4,78,1.7,-,6.58
2015,248,Theo Walcott,Arsenal,30,  M(CLR)FW,15(13),1375,5,2,-,-,1.6,79.7,0.2,1,6.58
2016,86,Theo Walcott,Arsenal,30,  M(CLR)FW,23(5),1925,10,2,1,-,2.2,75.3,0.8,1,6.99
2018,234,Theo Walcott,Everton,30,  M(CLR)FW,24(13),2124,5,2,1,-,1.2,72.6,0.4,-,6.51
2019,238,Theo Walcott,Everton,30,  M(CLR)FW,4(4),300,-,1,1,-,1.8,64.9,0.4,1,6.29
2014,196,Thibaut Courtois,Chelsea,27,  GK,32,2814,-,-,1,-,-,49.5,0.3,1,6.78
2015,224,Thibaut Courtois,Chelsea,27,  GK,23,2020,-,-,1,2,-,48.2,0.3,-,6.66
2016,170,Thibaut Courtois,Chelsea,27,  GK,36,3240,-,-,1,-,-,66.2,0.2,-,6.74
2017,211,Thibaut Courtois,Chelsea,27,  GK,35,3150,-,-,2,-,-,70.4,0.1,-,6.63
2017,112,Tiemoué Bakayoko,Chelsea,25,  DMC,24(5),2126,2,2,3,1,1.4,86.2,1.4,1,6.87
2014,278,Tim Howard,Everton,40,  GK,32,2836,-,-,3,-,-,57.5,0.3,1,6.44
2015,178,Tim Howard,Everton,40,  GK,25,2250,-,-,1,-,-,58.4,0.1,2,6.78
2014,284,Tim Krul,Newcastle United,31,  GK,30,2700,-,1,1,-,-,47.8,0.2,-,6.4
2019,40,Tim Krul,Norwich,31,  GK,9,810,-,-,-,-,-,57.1,0.9,1,7.14
2018,269,Tim Ream,Fulham,32,  D(CL)DMC,25(1),2051,-,-,1,-,-,87.9,1.8,-,6.3
2017,234,Timothy Fosu-Mensah,Crystal Palace,21,  D(CR),17(4),1594,-,-,2,-,0.4,74.5,0.9,-,6.57
2014,90,Toby Alderweireld,Southampton,30,  D(CR),26,2263,1,-,3,-,0.7,80.2,1.4,1,7.07
2015,47,Toby Alderweireld,Tottenham,30,  D(CR),38,3420,4,2,3,-,1.1,80.5,1.6,1,7.16
2016,81,Toby Alderweireld,Tottenham,30,  D(CR),30,2604,1,-,1,-,0.9,83.2,1.4,1,7
2018,118,Toby Alderweireld,Tottenham,30,  D(CR),33(1),2924,-,-,3,-,0.6,88.5,1.6,-,6.84
2019,120,Toby Alderweireld,Tottenham,30,  D(CR),11,990,-,1,-,-,0.5,83.8,2.2,-,6.78
2019,209,Todd Cantwell,Norwich,21,  AM(LR),10(1),822,2,2,1,-,1.4,81.1,0.3,-,6.45
2018,209,Tom Cairney,Fulham,28,  M(CR),24(7),2200,1,1,-,-,0.8,90.2,0.3,-,6.6
2015,292,Tom Carroll,Tottenham,27,  M(CL),4(15),506,1,-,3,-,0.3,84.3,0.2,-,6.32
2017,249,Tom Carroll,Swansea,27,  M(CL),28(9),2570,-,4,3,-,0.5,82.6,0.3,-,6.52
2014,238,Tom Cleverley,Aston Villa,30,  M(CLR),31,2520,3,-,6,-,0.7,86.3,0.4,1,6.64
2015,142,Tom Cleverley,Everton,30,  M(CLR),17(5),1614,2,4,1,-,1.1,83.1,0.9,1,6.87
2017,198,Tom Cleverley,Watford,30,  M(CLR),22(1),1905,1,2,1,1,0.7,82.3,1,-,6.66
2019,175,Tom Cleverley,Watford,30,  M(CLR),8(1),647,1,-,-,-,1.7,84.6,0.8,-,6.6
2016,192,Tom Davies,Everton,21,  M(C),18(6),1544,2,3,4,-,0.6,82.8,0.4,1,6.68
2017,271,Tom Davies,Everton,21,  M(C),20(13),1905,2,1,7,-,0.6,78,0.6,-,6.41
2014,180,Tom Heaton,Burnley,33,  GK,38,3420,-,-,1,-,-,45.9,0.3,4,6.82
2016,124,Tom Heaton,Burnley,33,  GK,35,3150,-,-,1,-,-,41,0.2,2,6.88
2019,214,Tom Heaton,Aston Villa,33,  GK,11,990,-,-,-,-,-,52.8,0.1,-,6.42
2014,195,Tom Huddlestone,Hull,32,  DMC,30(1),2545,-,2,6,2,1.2,79.9,1,1,6.79
2016,250,Tom Huddlestone,Hull,32,  DMC,23(8),2025,1,-,5,1,0.7,81.7,0.7,-,6.51
2017,268,Tom Ince,Huddersfield,27,  AM(CLR),27(6),2456,2,-,-,-,2.1,79.6,0.5,-,6.45
2017,253,Tommy Smith,Huddersfield,27,  D(CR),21(3),1908,-,1,7,-,0.3,70.7,0.8,1,6.51
2017,64,Trent Alexander-Arnold,Liverpool,21,  D(R)M(R),18(1),1576,1,1,3,-,0.6,77.3,0.3,-,7.02
2018,8,Trent Alexander-Arnold,Liverpool,21,  D(R)M(R),27(2),2467,1,12,3,-,1,77.5,0.3,1,7.36
2019,16,Trent Alexander-Arnold,Liverpool,21,  D(R)M(R),11,990,1,3,3,-,1.4,74.8,0.4,1,7.41
2019,169,Trézéguet,Aston Villa,25,  AM(LR),7(3),607,1,1,2,1,1.8,80.3,0.9,-,6.63
2015,21,Troy Deeney,Watford,31,  FW,36(2),3293,13,7,6,-,2.5,60.9,6.2,3,7.28
2016,139,Troy Deeney,Watford,31,  FW,31(6),2942,10,4,7,-,1.1,58.5,5.2,2,6.84
2017,216,Troy Deeney,Watford,31,  FW,20(9),1842,5,2,1,1,1.2,56.6,4.7,1,6.61
2018,36,Troy Deeney,Watford,31,  FW,28(4),2548,9,5,4,1,2,60.7,6.5,4,7.11
2019,138,Tyrone Mings,Aston Villa,26,  D(CL),11,990,-,1,1,-,0.1,78.1,2.4,-,6.7
2015,245,Valon Behrami,Watford,34,  M(C),14(7),1281,-,1,3,1,-,79.7,0.6,-,6.59
2016,237,Valon Behrami,Watford,34,  M(C),26(1),2038,-,-,7,-,0.2,80.1,0.7,-,6.55
2018,149,Vicente Guaita,Crystal Palace,32,  GK,20,1755,-,-,2,-,-,42.5,0.4,2,6.74
2019,165,Vicente Guaita,Crystal Palace,32,  GK,9,810,-,-,1,-,-,50,0.6,-,6.64
2017,119,Vicente Iborra,Leicester,31,  M(C),17(2),1417,3,-,-,-,0.7,81.4,1.7,1,6.85
2014,266,Victor Anichebe,West Bromwich Albion,31,  M(L)FW,11(10),1035,3,1,-,-,1.2,66.1,2.3,-,6.52
2018,157,Víctor Camarasa,Cardiff,25,  M(CR),31(1),2579,5,4,6,-,1.3,75.1,0.6,-,6.72
2018,172,Victor Lindelöf,Manchester United,25,  D(CR),29(1),2602,1,1,1,-,0.3,89.2,2.3,-,6.68
2019,183,Victor Lindelöf,Manchester United,25,  D(CR),10,900,-,-,2,-,-,85.7,2.5,-,6.58
2014,13,Victor Moses,Stoke,28,  M(CLR),19,1455,3,3,3,-,2.2,81.5,0.8,3,7.45
2015,264,Victor Moses,West Ham,28,  M(CLR),13(8),982,1,2,-,-,1,80,0.3,-,6.52
2016,36,Victor Moses,Chelsea,28,  M(CLR),29(5),2498,3,2,4,-,1.3,79.2,1,-,7.22
2017,93,Victor Moses,Chelsea,28,  M(CLR),25(3),2119,3,3,3,-,1.3,76.6,1,1,6.9
2016,199,Víctor Valdés,Middlesbrough,37,  GK,28,2520,-,-,1,-,-,53.2,0.2,2,6.66
2014,68,Victor Wanyama,Southampton,28,  DMC,26(6),2362,3,1,10,-,0.9,84.1,2.2,2,7.12
2015,92,Victor Wanyama,Southampton,28,  DMC,29(1),2501,1,1,4,3,1,82.4,2.1,1,7.02
2016,37,Victor Wanyama,Tottenham,28,  DMC,35(1),3016,4,1,10,-,1.1,87.5,1.7,2,7.21
2016,280,Vincent Janssen,Tottenham,25,  FW,7(20),832,2,2,-,-,1.1,79.6,0.1,-,6.34
2014,169,Vincent Kompany,Manchester City,33,  D(C),23(2),2034,-,-,7,-,0.2,87.3,1.5,-,6.86
2015,7,Virgil van Dijk,Southampton,28,  D(C),34,3060,3,-,2,-,0.9,83.1,4.8,7,7.56
2016,12,Virgil van Dijk,Southampton,28,  D(C),21,1854,1,-,3,1,0.8,84.2,4.7,3,7.43
2018,5,Virgil van Dijk,Liverpool,28,  D(C),38,3385,4,2,1,-,0.8,89.7,4.8,4,7.44
2019,30,Virgil van Dijk,Liverpool,28,  D(C),11,990,1,-,1,-,0.7,87,5.5,2,7.22
2015,105,Vito Mannone,Sunderland,31,  GK,19,1710,-,-,2,-,-,39.9,0.4,-,6.97
2014,265,Vurnon Anita,Newcastle United,30,  D(LR)DMCM(R),17(2),1276,-,-,3,-,0.4,81.1,0.3,-,6.53
2015,203,Vurnon Anita,Newcastle United,30,  D(LR)DMCM(R),24(4),2108,1,3,6,-,0.3,77.4,0.6,-,6.71
2016,282,Wahbi Khazri,Sunderland,28,  M(CLR)FW,7(14),839,1,-,6,-,1.1,77,0.2,1,6.29
2015,267,Wayne Hennessey,Crystal Palace,32,  GK,29,2610,-,-,1,-,-,43.8,0.1,-,6.48
2016,204,Wayne Hennessey,Crystal Palace,32,  GK,29,2610,-,-,1,-,-,47.2,0.2,-,6.65
2017,172,Wayne Hennessey,Crystal Palace,32,  GK,27,2430,-,-,1,-,-,46.2,0.4,1,6.74
2014,27,Wayne Rooney,Manchester United,34,  M(CLR)FW,33,2877,12,5,5,1,2.4,84.7,1.2,1,7.28
2015,75,Wayne Rooney,Manchester United,34,  M(CLR)FW,27(1),2410,8,6,4,-,2.6,83.1,0.9,4,7.06
2016,152,Wayne Rooney,Manchester United,34,  M(CLR)FW,15(10),1540,5,5,8,-,2.1,84.2,0.5,-,6.8
2017,209,Wayne Rooney,Everton,34,  M(CLR)FW,27(4),2284,10,2,5,-,1.5,77.7,0.8,2,6.64
2014,236,Wayne Routledge,Swansea,34,  M(CLR)FW,27(2),2318,3,1,1,1,1.1,77.2,0.4,-,6.64
2015,285,Wayne Routledge,Swansea,34,  M(CLR)FW,22(6),1683,2,1,3,-,0.6,74.5,0.2,-,6.38
2016,267,Wayne Routledge,Swansea,34,  M(CLR)FW,24(3),1930,3,1,1,-,0.7,64.8,0.4,-,6.4
2014,219,Wes Brown,Sunderland,40,  D(C),23(2),1994,-,-,5,1,0.2,79.4,1.8,1,6.7
2015,205,Wes Hoolahan,Norwich,37,  AM(CLR),25(5),2006,4,8,1,-,0.9,82.1,0.1,1,6.71
2014,48,Wes Morgan,Leicester,35,  D(C),37,3288,2,2,1,1,0.7,76.6,3.8,1,7.2
2015,70,Wes Morgan,Leicester,35,  D(C),38,3420,2,-,3,-,0.6,74.4,2.4,1,7.07
2016,201,Wes Morgan,Leicester,35,  D(C),27,2430,1,-,3,-,0.5,67.7,2.4,-,6.66
2017,217,Wes Morgan,Leicester,35,  D(C),32,2818,-,-,4,-,0.4,81.1,2.9,-,6.61
2018,105,Wes Morgan,Leicester,35,  D(C),21(1),1926,3,-,1,2,0.6,80.8,4.2,1,6.87
2019,131,Wesley,Aston Villa,22,  FW,11,930,4,1,-,-,1.8,75.6,1.9,1,6.74
2017,98,Wesley Hoedt,Southampton,25,  D(C),28,2520,-,1,7,-,0.5,78.9,2.2,1,6.89
2017,32,Wilfred Ndidi,Leicester,22,  DMC,33,2899,-,3,6,2,1.2,76.1,3.5,2,7.14
2018,19,Wilfred Ndidi,Leicester,22,  DMC,37(1),3299,2,-,8,-,1.4,79.9,3.4,3,7.21
2019,4,Wilfred Ndidi,Leicester,22,  DMC,10,900,2,-,1,-,0.8,83.7,2.1,1,7.62
2014,43,Wilfried Bony,Swansea,30,  FW,16(4),1302,9,2,2,1,3.3,77.5,2.6,2,7.22
2015,232,Wilfried Bony,Manchester City,30,  FW,13(13),1224,4,3,1,-,2.3,77.7,1.8,1,6.62
2014,133,Wilfried Zaha,Crystal Palace,26,  AM(LR)FW,23(8),1982,4,2,1,-,1.3,73.3,0.4,1,6.97
2015,89,Wilfried Zaha,Crystal Palace,26,  AM(LR)FW,30(4),2497,2,1,5,-,0.9,76.7,0.3,2,7.03
2016,16,Wilfried Zaha,Crystal Palace,26,  AM(LR)FW,34(1),3025,7,9,8,-,1.4,79.9,0.4,4,7.38
2017,14,Wilfried Zaha,Crystal Palace,26,  AM(LR)FW,28(1),2551,9,3,5,-,2.2,75.3,0.1,3,7.38
2018,20,Wilfried Zaha,Crystal Palace,26,  AM(LR)FW,34,3041,10,5,8,1,2.1,77.3,0.3,6,7.21
2019,61,Wilfried Zaha,Crystal Palace,26,  AM(LR)FW,10(1),925,-,1,1,-,1.8,80.7,0.3,1,6.99
2018,153,Will Hughes,Watford,24,  M(CR),31(1),2436,2,4,5,-,1,76.4,0.7,-,6.72
2019,211,Will Hughes,Watford,24,  M(CR),6(3),533,1,1,1,-,0.9,69.1,0.2,1,6.44
2014,293,William Buckley,Sunderland,29,  AM(LR),9(13),870,-,2,2,-,0.1,75.8,0.1,-,6.25
2014,113,Willian,Chelsea,31,  AM(CLR),28(8),2418,2,3,3,-,1.5,85.1,0.4,-,7.02
2015,37,Willian,Chelsea,31,  AM(CLR),32(3),2751,5,6,5,-,1.7,82.4,0.1,3,7.2
2016,121,Willian,Chelsea,31,  AM(CLR),15(19),1531,8,2,3,-,1.3,83.5,-,2,6.89
2017,66,Willian,Chelsea,31,  AM(CLR),20(16),1883,6,7,1,-,1.5,80.2,0.3,4,7.01
2018,49,Willian,Chelsea,31,  AM(CLR),26(6),2109,3,6,2,-,1.9,85.7,0.3,2,7.06
2019,33,Willian,Chelsea,31,  AM(CLR),7(3),668,2,2,1,-,2.1,81.7,0.3,-,7.2
2018,32,Willy Boly,Wolverhampton Wanderers,28,  D(C),36,3169,4,-,2,1,0.7,81,3.8,2,7.12
2019,19,Willy Boly,Wolverhampton Wanderers,28,  D(C),8,720,-,1,-,1,-,78.3,4.9,2,7.35
2014,105,Winston Reid,West Ham,31,  D(C),29(1),2503,1,-,10,-,0.4,79.3,2.8,2,7.03
2015,43,Winston Reid,West Ham,31,  D(C),24,2136,1,1,5,-,0.7,83.1,2.1,2,7.18
2016,62,Winston Reid,West Ham,31,  D(C),30,2590,2,2,8,1,0.4,80.8,1.9,-,7.08
2015,157,Xherdan Shaqiri,Stoke,28,  M(CLR),27,2039,3,6,3,-,1.5,82.3,0.1,2,6.82
2016,96,Xherdan Shaqiri,Stoke,28,  M(CLR),21,1709,4,2,2,-,2.3,78.7,0.1,1,6.96
2017,110,Xherdan Shaqiri,Stoke,28,  M(CLR),36,3049,8,7,5,-,1.9,79.5,0.1,2,6.87
2018,162,Xherdan Shaqiri,Liverpool,28,  M(CLR),11(13),1059,6,3,2,-,1.1,81.2,0.1,1,6.71
2018,183,Yan Valery,Southampton,20,  D(R)M(R),20(3),1715,2,1,3,1,0.3,61.9,1.8,-,6.66
2019,232,Yan Valery,Southampton,20,  D(R)M(R),7,544,-,-,1,-,0.3,53.5,2.3,-,6.32
2015,65,Yann M'Vila,Sunderland,29,  M(C),36(1),3189,1,4,1,-,0.8,81.4,1.2,2,7.1
2014,99,Yannick Bolasie,Crystal Palace,30,  AM(LR)FW,31(3),2778,4,6,3,-,2,71.6,1.1,2,7.05
2015,57,Yannick Bolasie,Crystal Palace,30,  AM(LR)FW,23(3),2077,5,3,2,-,2.2,72.5,0.8,2,7.14
2014,15,Yaya Touré,Manchester City,36,  M(C),27(2),2357,10,1,5,-,3.1,88.9,1.3,3,7.4
2015,31,Yaya Touré,Manchester City,36,  M(C),28(4),2335,6,5,3,-,2.4,86.5,0.9,2,7.22
2016,42,Yaya Touré,Manchester City,36,  M(C),22(3),1947,5,-,4,-,1.3,89.8,1.6,2,7.17
2019,97,Yerry Mina,Everton,25,  D(C),10,900,-,-,1,-,1.1,84,4.2,-,6.86
2014,252,Yoan Gouffran,Newcastle United,33,  M(CLR)FW,24(7),1973,2,1,3,-,0.8,81.8,1.7,-,6.6
2015,30,Yohan Cabaye,Crystal Palace,33,  M(C),32(1),2704,5,1,7,-,2,82.6,0.2,3,7.23
2016,160,Yohan Cabaye,Crystal Palace,33,  M(C),25(7),2133,4,3,7,-,1.3,80.3,0.3,-,6.78
2017,139,Yohan Cabaye,Crystal Palace,33,  M(C),28(3),2389,-,1,7,-,1.2,82.4,0.2,1,6.8
2015,42,Younes Kaboul,Sunderland,33,  D(C),22(1),2009,-,1,3,1,0.5,68.4,3.4,-,7.18
2016,122,Younes Kaboul,Watford,33,  D(C),22,1825,2,-,2,-,0.5,68.3,2.8,1,6.89
2019,31,Youri Tielemans,Leicester,22,  M(C),11,983,3,2,-,-,2.2,81.8,0.4,1,7.21
2014,228,Yun Suk-Young,Queens Park Rangers,29,  D(L)M(L),19(4),1726,-,-,4,-,0.3,71.2,0.7,-,6.66
2018,196,Yves Bissouma,Brighton,23,  M(C),17(11),1771,-,-,5,-,1.1,81.8,1,1,6.63
2017,187,Zanka,Huddersfield,29,  D(C),38,3420,-,2,6,-,0.3,76.7,2.3,1,6.71
2018,135,Zanka,Huddersfield,29,  D(C),24,2148,3,1,6,-,0.3,82.1,1.5,1,6.77
2016,14,Zlatan Ibrahimovic,Manchester United,38,  FW,27(1),2437,17,5,7,-,4.1,73.6,3,5,7.41
