Season,Number,Player,Team,Apps,Min,Goals,Assists,xG,xGdiff,xA,xAdiff,xG90,xA90
2019,138,Billy Sharp,Sheffield United,7,170,1,0,1.1,0.1,1.37,1.37,0.58,0.72
2019,378,Björn Engels,Aston Villa,11,977,0,0,0.2,0.2,0,,0.02,0
2019,421,Brandon Williams,Manchester United,2,9,0,0,0,,0.05,0.05,0,0.55
2019,383,Bukayo Saka,Arsenal,6,348,0,1,0.65,0.65,0.98,-0.02,0.17,0.25
2019,121,Caglar Söyüncü,Leicester,11,990,1,1,0.22,-0.78,0.03,-0.97,0.02,0
2019,361,Callum Hudson-Odoi,Chelsea,5,221,0,3,0.64,0.64,1.15,-1.85,0.26,0.47
2019,119,Callum Robinson,Sheffield United,9,550,1,0,1.56,0.56,0.05,0.05,0.26,0.01
2019,9,Callum Wilson,Bournemouth,11,962,5,0,4.62,-0.38,1.48,1.48,0.43,0.14
2019,82,Calum Chambers,Arsenal,7,581,1,0,0.42,-0.58,1.25,1.25,0.06,0.19
2019,208,Carlos Sánchez,West Ham,3,9,0,0,0,,0,,0,0
2019,241,Cédric Soares,Southampton,3,270,0,0,0.31,0.31,0.17,0.17,0.1,0.06
2019,126,Cenk Tosun,Everton,2,53,1,0,0.48,-0.52,0.01,0.01,0.82,0.02
2019,210,César Azpilicueta,Chelsea,11,990,0,2,0.08,0.08,1.56,-0.44,0.01,0.14
2019,155,Charlie Daniels,Bournemouth,2,126,0,0,0,,0.14,0.14,0,0.1
2019,347,Charlie Taylor,Burnley,2,74,0,0,0,,0.12,0.12,0,0.14
2019,395,Che Adams,Southampton,8,470,0,0,2.57,2.57,0.83,0.83,0.49,0.16
2019,176,Cheikhou Kouyaté,Crystal Palace,9,764,0,0,0.49,0.49,0.17,0.17,0.06,0.02
2019,72,Chicharito,West Ham,2,107,1,0,0.88,-0.12,0,,0.74,0
2019,398,Chris Basham,Sheffield United,11,962,0,0,0.22,0.22,0.43,0.43,0.02,0.04
2019,133,Chris Mepham,Bournemouth,4,271,1,0,0.7,-0.3,0,,0.23,0
2019,19,Chris Wood,Burnley,9,759,4,0,4.95,0.95,0.26,0.26,0.59,0.03
2019,305,Christian Atsu,Newcastle United,9,451,0,2,0.18,0.18,0.67,-1.33,0.04,0.13
2019,196,Christian Benteke,Crystal Palace,10,256,0,0,0.45,0.45,1.16,1.16,0.16,0.41
2019,90,Christian Eriksen,Tottenham,10,688,1,1,1.19,0.19,1.65,0.65,0.16,0.22
2019,223,Christian Fuchs,Leicester,3,181,0,0,0.07,0.07,0.1,0.1,0.03,0.05
2019,286,Christian Kabasele,Watford,6,540,0,0,0.02,0.02,0,,0,0
2019,14,Christian Pulisic,Chelsea,8,484,4,2,2.59,-1.41,1.71,-0.29,0.48,0.32
2019,413,Christoph Zimmermann,Norwich,1,35,0,0,0,,0,,0,0
2019,100,Ciaran Clark,Newcastle United,4,360,1,0,0.17,-0.83,0.05,0.05,0.04,0.01
2019,168,Connor Wickham,Crystal Palace,2,9,0,0,0,,0,,0,0
2019,372,Conor Coady,Wolverhampton Wanderers,11,990,0,0,0,,0.03,0.03,0,0
2019,139,Conor Hourihane,Aston Villa,7,352,1,1,0.75,-0.25,0.9,-0.1,0.19,0.23
2019,188,Craig Cathcart,Watford,9,739,0,0,0,,0,,0,0
2019,233,Craig Dawson,Watford,11,933,0,0,0.78,0.78,0,,0.08,0
2019,351,Dale Stephens,Brighton,11,981,0,0,0.23,0.23,0.25,0.25,0.02,0.02
2019,384,Dan Burn,Brighton,11,990,0,0,0.9,0.9,0.85,0.85,0.08,0.08
2019,310,Dani Ceballos,Arsenal,11,665,0,2,0.34,0.34,0.6,-1.4,0.05,0.08
2019,31,Daniel James,Manchester United,11,898,3,2,1.34,-1.66,1.57,-0.43,0.13,0.16
2019,13,Danny Ings,Southampton,11,677,4,1,3.39,-0.61,0.47,-0.53,0.45,0.06
2019,205,Danny Rose,Tottenham,9,798,0,0,0.09,0.09,0.68,0.68,0.01,0.08
2019,162,Danny Welbeck,Watford,5,203,0,0,0.62,0.62,0.04,0.04,0.28,0.02
2019,227,Daryl Janmaat,Watford,7,521,0,1,0.21,0.21,0.4,-0.6,0.04,0.07
2019,179,David de Gea,Manchester United,11,990,0,0,0,,0,,0,0
2019,52,David Luiz,Arsenal,10,900,2,0,0.99,-1.01,0,,0.1,0
2019,403,David McGoldrick,Sheffield United,8,565,0,0,3.31,3.31,0.42,0.42,0.53,0.07
2019,40,David Silva,Manchester City,11,707,2,4,3.47,1.47,2.58,-1.42,0.44,0.33
2019,357,Davinson Sánchez,Tottenham,7,590,0,0,0.5,0.5,0.04,0.04,0.08,0.01
2019,350,Davy Pröpper,Brighton,9,810,0,1,1.01,1.01,1.47,0.47,0.11,0.16
2019,396,Dean Henderson,Sheffield United,11,990,0,0,0.03,0.03,0,,0,0
2019,218,DeAndre Yedlin,Newcastle United,5,373,0,0,0,,0.03,0.03,0,0.01
2019,335,Declan Rice,West Ham,11,990,0,0,0.15,0.15,0.06,0.06,0.01,0.01
2019,195,Dejan Lovren,Liverpool,3,270,0,0,0.13,0.13,0,,0.04,0
2019,42,Dele Alli,Tottenham,4,298,2,0,0.64,-1.36,0.18,0.18,0.19,0.05
2019,226,Demarai Gray,Leicester,7,152,0,1,0.28,0.28,0.64,-0.36,0.17,0.38
2019,269,Dennis Praet,Leicester,7,275,0,0,0.12,0.12,0.34,0.34,0.04,0.11
2019,410,Dennis Srbeny,Norwich,5,19,0,0,0,,0,,0,0
2019,327,Diego Rico,Bournemouth,8,720,0,2,0.14,0.14,1.55,-0.45,0.02,0.19
2019,312,Dimitri Foulquier,Watford,2,46,0,0,0,,0,,0,0
2019,382,Diogo Dalot,Manchester United,1,62,0,0,0,,0,,0,0
2019,131,Diogo Jota,Wolverhampton Wanderers,9,639,1,0,2.53,1.53,0.51,0.51,0.36,0.07
2019,78,Divock Origi,Liverpool,9,244,1,0,0.47,-0.53,0.23,0.23,0.17,0.09
2019,317,Djibril Sidibe,Everton,4,299,0,0,0,,0.41,0.41,0,0.12
2019,336,Domingos Quina,Watford,1,1,0,0,0,,0,,0,0
2019,30,Dominic Calvert-Lewin,Everton,9,505,3,0,3.5,0.5,0.02,0.02,0.62,0
2019,281,Dominic Solanke,Bournemouth,10,450,0,0,1.53,1.53,0.42,0.42,0.31,0.08
2019,63,Douglas Luiz,Aston Villa,9,454,2,0,0.21,-1.79,0.44,0.44,0.04,0.09
2019,220,Dwight Gayle,Newcastle United,2,4,0,0,0,,0,,0,0
2019,128,Dwight McNeil,Burnley,11,948,1,3,0.47,-0.53,1.74,-1.26,0.04,0.17
2019,352,Ederson,Manchester City,11,990,0,0,0,,0,,0,0
2019,270,Emerson,Chelsea,6,464,0,0,0.46,0.46,0.8,0.8,0.09,0.16
2019,274,Emil Krafth,Newcastle United,6,422,0,0,0.34,0.34,0,,0.07,0
2019,302,Emiliano Buendía,Norwich,11,984,0,4,0.79,0.79,2.33,-1.67,0.07,0.21
2019,401,Enda Stevens,Sheffield United,11,990,0,2,0.34,0.34,1.25,-0.75,0.03,0.11
2019,206,Eric Dier,Tottenham,2,99,0,0,0.35,0.35,0.01,0.01,0.31,0.01
2019,417,Eric Garcia,Manchester City,1,24,0,0,0,,0,,0,0
2019,41,Erik Lamela,Tottenham,9,611,2,1,1.04,-0.96,0.87,-0.13,0.15,0.13
2019,246,Erik Pieters,Burnley,11,916,0,3,0.11,0.11,1.47,-1.53,0.01,0.14
2019,186,Etienne Capoue,Watford,6,535,0,0,0.07,0.07,0.17,0.17,0.01,0.03
2019,323,Ezequiel Schelotto,Brighton,2,21,0,0,0.08,0.08,0,,0.34,0
2019,407,Ezri Konsa Ngoyo,Aston Villa,1,13,0,0,0,,0,,0,0
2019,132,Fabián Balbuena,West Ham,4,271,1,0,1.08,0.08,0,,0.36,0
2019,243,Fabian Delph,Everton,7,554,0,0,0.02,0.02,0.15,0.15,0,0.02
2019,69,Fabian Schär,Newcastle United,9,801,1,0,0.78,-0.22,0,,0.09,0
2019,320,Fabinho,Liverpool,10,824,0,1,0.06,0.06,0.94,-0.06,0.01,0.1
2019,92,Federico Fernández,Newcastle United,5,194,1,1,0.14,-0.86,0.13,-0.87,0.07,0.06
2019,267,Felipe Anderson,West Ham,10,767,0,3,1.82,1.82,2,-1,0.21,0.23
2019,198,Fernandinho,Manchester City,7,592,0,0,0.1,0.1,0.08,0.08,0.01,0.01
2019,91,Fikayo Tomori,Chelsea,8,720,1,0,0.08,-0.92,0.12,0.12,0.01,0.01
2019,118,Florin Andone,Brighton,3,69,1,0,0.36,-0.64,0.06,0.06,0.48,0.08
2019,368,Fred,Manchester United,7,413,0,0,0.36,0.36,0.4,0.4,0.08,0.09
2019,316,Frederic Guilbert,Aston Villa,9,790,0,2,0.2,0.2,0.98,-1.02,0.02,0.11
2019,29,Gabriel Jesus,Manchester City,8,432,3,1,4.86,1.86,0.4,-0.6,1.01,0.08
2019,409,Gabriel Martinelli,Arsenal,4,68,0,0,0.08,0.08,0,,0.11,0
2019,356,Gaëtan Bong,Brighton,4,53,0,0,0,,0.12,0.12,0,0.2
2019,213,Gary Cahill,Crystal Palace,9,810,0,0,0.33,0.33,0.07,0.07,0.04,0.01
2019,400,George Baldock,Sheffield United,11,990,0,1,0.25,0.25,0.22,-0.78,0.02,0.02
2019,287,Georges-Kévin Nkoudou,Tottenham,1,1,0,0,0.06,0.06,0,,5.07,0
2019,95,Georginio Wijnaldum,Liverpool,11,920,1,0,0.63,-0.37,0.04,0.04,0.06,0
2019,85,Gerard Deulofeu,Watford,11,730,1,1,2.47,1.47,1.78,0.78,0.3,0.22
2019,342,Giovani Lo Celso,Tottenham,5,53,0,0,0.02,0.02,0.04,0.04,0.03,0.06
2019,244,Glenn Murray,Brighton,8,270,0,0,1.1,1.1,0.8,0.8,0.37,0.27
2019,147,Granit Xhaka,Arsenal,9,750,0,1,0.14,0.14,0.31,-0.69,0.02,0.04
2019,391,Grant Hanley,Norwich,3,270,0,0,0.13,0.13,0,,0.04,0
2019,93,Gylfi Sigurdsson,Everton,11,706,1,1,1.18,0.18,2.32,1.32,0.15,0.3
2019,360,Hamza Choudhury,Leicester,8,314,0,1,0.13,0.13,0.09,-0.91,0.04,0.03
2019,6,Harry Kane,Tottenham,10,897,6,1,4.38,-1.62,0.81,-0.19,0.44,0.08
2019,283,Harry Maguire,Manchester United,11,990,0,0,1.29,1.29,0.3,0.3,0.12,0.03
2019,32,Harry Wilson,Bournemouth,10,669,3,0,1.5,-1.5,1.22,1.22,0.2,0.16
2019,255,Harry Winks,Tottenham,10,730,0,0,0.18,0.18,0.46,0.46,0.02,0.06
2019,127,Harvey Barnes,Leicester,10,581,1,4,0.84,-0.16,1.57,-2.43,0.13,0.24
2019,408,Henri Lansbury,Aston Villa,2,5,0,0,0,,0,,0,0
2019,148,Henrikh Mkhitaryan,Arsenal,3,109,0,0,0.43,0.43,0.27,0.27,0.35,0.23
2019,202,Hugo Lloris,Tottenham,7,548,0,0,0,,0,,0,0
2019,318,Ibrahim Amadou,Norwich,7,595,0,0,0.48,0.48,0,,0.07,0
2019,75,Ilkay Gündogan,Manchester City,10,689,1,0,1.61,0.61,1.56,1.56,0.21,0.2
2019,354,Isaac Hayden,Newcastle United,8,672,0,1,0.13,0.13,1.76,0.76,0.02,0.24
2019,285,Isaac Success,Watford,2,30,0,0,0.09,0.09,0.05,0.05,0.28,0.16
2019,341,Ismaila Sarr,Watford,5,163,0,0,0.2,0.2,0.52,0.52,0.11,0.29
2019,315,Issa Diop,West Ham,11,990,0,0,0.78,0.78,0.41,0.41,0.07,0.04
2019,216,Jack Cork,Burnley,9,757,0,0,0.35,0.35,0.41,0.41,0.04,0.05
2019,43,Jack Grealish,Aston Villa,10,895,2,3,2.39,0.39,2.43,-0.57,0.24,0.24
2019,399,Jack O'Connell,Sheffield United,11,990,0,1,0.34,0.34,1.45,0.45,0.03,0.13
2019,411,Jack Stacey,Bournemouth,4,351,0,0,0.1,0.1,0.09,0.09,0.03,0.02
2019,289,Jack Stephens,Southampton,3,208,0,0,0,,0,,0,0
2019,263,Jack Wilshere,West Ham,6,168,0,0,0,,0,,0,0
2019,94,Jamaal Lascelles,Newcastle United,11,985,1,0,0.25,-0.75,0.03,0.03,0.02,0
2019,392,Jamal Lewis,Norwich,11,969,0,0,0.05,0.05,0.56,0.56,0,0.05
2019,386,James Garner,Manchester United,1,5,0,0,0,,0,,0,0
2019,35,James Maddison,Leicester,10,881,3,2,2.22,-0.78,1.5,-0.5,0.23,0.15
2019,200,James McArthur,Crystal Palace,10,870,0,1,0.6,0.6,1.22,0.22,0.06,0.13
2019,192,James McCarthy,Crystal Palace,8,140,0,0,0.01,0.01,0.12,0.12,0.01,0.08
2019,80,James Milner,Liverpool,8,226,1,2,1.27,0.27,0.5,-1.5,0.5,0.2
2019,279,James Tarkowski,Burnley,11,990,0,0,0.24,0.24,1.17,1.17,0.02,0.11
2019,174,James Tomkins,Crystal Palace,3,265,0,0,0,,0,,0,0
2019,49,James Ward-Prowse,Southampton,11,990,2,0,2.53,0.53,1.36,1.36,0.23,0.12
2019,1,Jamie Vardy,Leicester,11,990,10,1,4.52,-5.48,0.77,-0.23,0.41,0.07
2019,346,Jan Bednarek,Southampton,11,989,0,0,0.06,0.06,0.12,0.12,0.01,0.01
2019,204,Jan Vertonghen,Tottenham,6,540,0,0,0,,0,,0,0
2019,71,Jannik Vestergaard,Southampton,10,850,1,0,0.43,-0.57,0.73,0.73,0.05,0.08
2019,284,Javier Manquillo,Newcastle United,4,209,0,0,0,,0.01,0.01,0,0.01
2019,50,Jay Rodriguez,Burnley,11,401,2,0,1.15,-0.85,0.09,0.09,0.26,0.02
2019,324,Jean-Philippe Gbamin,Everton,2,135,0,0,0,,0,,0,0
2019,54,Jeff Hendrick,Burnley,8,567,2,0,0.48,-1.52,0.22,0.22,0.08,0.03
2019,300,Jefferson Lerma,Bournemouth,10,822,0,0,0.19,0.19,0.11,0.11,0.02,0.01
2019,225,Jeffrey Schlupp,Crystal Palace,9,699,0,1,1.35,1.35,0.95,-0.05,0.17,0.12
2019,183,Jesse Lingard,Manchester United,8,383,0,0,0.14,0.14,0.49,0.49,0.03,0.11
2019,329,Jesús Vallejo,Wolverhampton Wanderers,2,163,0,0,0,,0,,0,0
2019,125,Jetro Willems,Newcastle United,8,656,1,2,0.2,-0.8,0.66,-1.34,0.03,0.09
2019,306,João Cancelo,Manchester City,5,304,0,0,0.15,0.15,1.31,1.31,0.05,0.39
2019,321,João Moutinho,Wolverhampton Wanderers,11,900,0,2,0.16,0.16,1.54,-0.46,0.02,0.15
2019,367,Joe Willock,Arsenal,8,351,0,0,0.11,0.11,0.4,0.4,0.03,0.1
2019,76,Joel Matip,Liverpool,7,630,1,0,0.17,-0.83,0.02,0.02,0.02,0
2019,166,Joel Ward,Crystal Palace,11,990,0,0,0.15,0.15,0.08,0.08,0.01,0.01
2019,70,Joelinton,Newcastle United,11,905,1,1,1.44,0.44,0.66,-0.34,0.14,0.07
2019,106,Johann Berg Gudmundsson,Burnley,4,317,1,0,0.35,-0.65,0.53,0.53,0.1,0.15
2019,397,John Egan,Sheffield United,11,982,0,0,0.08,0.08,0,,0.01,0
2019,137,John Fleck,Sheffield United,9,748,1,0,0.66,-0.34,1.26,1.26,0.08,0.15
2019,36,John Lundstram,Sheffield United,11,962,3,1,2.76,-0.24,1.9,0.9,0.26,0.18
2019,37,John McGinn,Aston Villa,11,990,3,2,2.53,-0.47,1.59,-0.41,0.23,0.14
2019,190,John Stones,Manchester City,5,369,0,0,0.48,0.48,0.04,0.04,0.12,0.01
2019,406,Jonathan Kodjia,Aston Villa,2,16,0,0,0,,0,,0,0
2019,48,Jonjo Shelvey,Newcastle United,6,403,2,0,0.27,-1.73,0.54,0.54,0.06,0.12
2019,114,Jonny,Wolverhampton Wanderers,10,820,1,0,0.81,-0.19,0.36,0.36,0.09,0.04
2019,234,Jonny Evans,Leicester,11,990,0,1,0.79,0.79,0.13,-0.87,0.07,0.01
2019,12,Jordan Ayew,Crystal Palace,10,811,4,0,3.29,-0.71,0.44,0.44,0.36,0.05
2019,87,Jordan Henderson,Liverpool,10,667,1,0,0.33,-0.67,0.62,0.62,0.04,0.08
2019,219,Jordan Pickford,Everton,11,990,0,0,0,,0,,0,0
2019,158,Jordon Ibe,Bournemouth,2,39,0,0,0,,0,,0,0
2019,103,Jorginho,Chelsea,11,957,1,2,0.89,-0.11,1.84,-0.16,0.08,0.17
2019,185,José Holebas,Watford,8,710,0,0,0.19,0.19,0.34,0.34,0.02,0.04
2019,259,Joseph Gomez,Liverpool,3,93,0,0,0,,0.02,0.02,0,0.02
2019,24,Joshua King,Bournemouth,11,919,3,2,2.71,-0.29,1.64,-0.36,0.26,0.16
2019,73,Josip Drmic,Norwich,7,69,1,0,0.84,-0.16,0,,1.1,0
2019,299,Jota,Aston Villa,5,250,0,1,0.05,0.05,0.57,-0.43,0.02,0.2
2019,358,Juan Foyth,Tottenham,1,1,0,0,0,,0,,0,0
2019,182,Juan Mata,Manchester United,7,303,0,0,0.7,0.7,0.24,0.24,0.21,0.07
2019,366,Jürgen Locadia,Brighton,2,84,0,0,0.4,0.4,0,,0.43,0
2019,221,Kasper Schmeichel,Leicester,11,990,0,0,0,,0.19,0.19,0,0.02
2019,266,Keinan Davis,Aston Villa,6,64,0,0,0.53,0.53,0.04,0.04,0.74,0.05
2019,134,Kenny McLean,Norwich,10,736,1,0,0.28,-0.72,0.56,0.56,0.03,0.07
2019,326,Kepa,Chelsea,11,990,0,0,0,,0,,0,0
2019,332,Kevin Danso,Southampton,6,272,0,1,0.08,0.08,0.08,-0.92,0.03,0.03
2019,23,Kevin De Bruyne,Manchester City,10,798,3,8,2.73,-0.27,6.67,-1.33,0.31,0.75
2019,217,Ki Sung-yueng,Newcastle United,3,137,0,0,0,,0.06,0.06,0,0.04
2019,422,Kieran Tierney,Arsenal,2,166,0,0,0.02,0.02,0.12,0.12,0.01,0.06
2019,325,Kiko Femenía,Watford,8,569,0,0,0.09,0.09,0.72,0.72,0.01,0.11
2019,253,Kurt Zouma,Chelsea,10,811,0,0,0.3,0.3,0,,0.03,0
2019,89,Kyle Walker,Manchester City,9,735,1,2,0.54,-0.46,0.89,-1.11,0.07,0.11
2019,245,Kyle Walker-Peters,Tottenham,3,245,0,0,0.02,0.02,0.07,0.07,0.01,0.03
2019,380,Leander Dendoncker,Wolverhampton Wanderers,11,863,0,0,0.75,0.75,0.11,0.11,0.08,0.01
2019,66,Leandro Trossard,Brighton,5,302,2,1,1.61,-0.39,1.44,0.44,0.48,0.43
2019,418,Leon Clarke,Sheffield United,1,12,0,0,0.43,0.43,0,,3.21,0
2019,294,Lewis Cook,Bournemouth,5,183,0,0,0,,0,,0,0
2019,348,Lewis Dunk,Brighton,11,990,0,2,0.15,0.15,0.53,-1.47,0.01,0.05
2019,296,Lucas Digne,Everton,11,975,0,3,0.45,0.45,2.73,-0.27,0.04,0.25
2019,116,Lucas Moura,Tottenham,9,386,1,1,1.22,0.22,0.42,-0.58,0.29,0.1
2019,102,Lucas Torreira,Arsenal,8,270,1,0,0.94,-0.06,0.2,0.2,0.31,0.07
2019,58,Luka Milivojevic,Crystal Palace,10,888,2,0,1.75,-0.25,0.81,0.81,0.18,0.08
2019,214,Lukasz Fabianski,West Ham,7,573,0,0,0,,0,,0,0
2019,404,Luke Freeman,Sheffield United,5,253,0,0,0.03,0.03,0.11,0.11,0.01,0.04
2019,260,Luke Shaw,Manchester United,3,213,0,0,0.05,0.05,0.19,0.19,0.02,0.08
2019,28,Lys Mousset,Sheffield United,8,262,3,3,1.88,-1.12,1.25,-1.75,0.64,0.43
2019,159,Mamadou Sakho,Crystal Palace,3,190,0,0,0,,0.03,0.03,0,0.01
2019,177,Manuel Lanzini,West Ham,10,694,0,2,1.04,1.04,1.2,-0.8,0.13,0.16
2019,224,Marc Albrighton,Leicester,6,176,0,1,0.13,0.13,0.87,-0.13,0.06,0.44
2019,394,Marco Stiepermann,Norwich,10,744,0,0,0.92,0.92,0.75,0.75,0.11,0.09
2019,104,Marcos Alonso,Chelsea,7,501,1,2,0.68,-0.32,1.14,-0.86,0.12,0.2
2019,180,Marcos Rojo,Manchester United,2,118,0,0,0.13,0.13,0,,0.1,0
2019,10,Marcus Rashford,Manchester United,11,955,5,3,6.55,1.55,1.64,-1.36,0.62,0.15
2019,142,Mario Vrancic,Norwich,2,11,0,0,0.11,0.11,0.1,0.1,0.9,0.8
2019,83,Mark Noble,West Ham,9,731,1,0,1.07,0.07,0.25,0.25,0.13,0.03
2019,365,Martin Dubravka,Newcastle United,11,990,0,0,0,,0,,0,0
2019,171,Martin Kelly,Crystal Palace,6,530,0,1,0,,0.6,-0.4,0,0.1
2019,298,Martín Montoya,Brighton,10,863,0,1,0.48,0.48,1.04,0.04,0.05,0.11
2019,416,Marvelous Nakamba,Aston Villa,7,621,0,0,0.02,0.02,0.31,0.31,0,0.04
2019,388,Mason Greenwood,Manchester United,8,95,0,0,0.7,0.7,0,,0.66,0
2019,258,Mason Holgate,Everton,4,196,0,1,0,,0.31,-0.69,0,0.14
2019,22,Mason Mount,Chelsea,11,958,4,1,3.36,-0.64,1.44,0.44,0.32,0.14
2019,308,Mat Ryan,Brighton,11,990,0,0,0,,0,,0,0
2019,261,Matej Vydra,Burnley,4,52,0,1,0.09,0.09,0.02,-0.98,0.16,0.03
2019,303,Mateo Kovacic,Chelsea,11,701,0,1,0.37,0.37,0.75,-0.25,0.05,0.1
2019,129,Matt Doherty,Wolverhampton Wanderers,10,616,1,0,2.11,1.11,0.11,0.11,0.31,0.02
2019,157,Matt Ritchie,Newcastle United,3,270,0,0,0.07,0.07,0.38,0.38,0.02,0.13
2019,101,Matt Targett,Aston Villa,5,424,1,1,0.17,-0.83,0.96,-0.04,0.04,0.2
2019,343,Matteo Guendouzi,Arsenal,11,967,0,1,0.44,0.44,0.95,-0.05,0.04,0.09
2019,141,Matthew Longstaff,Newcastle United,3,270,1,0,0.06,-0.94,0.18,0.18,0.02,0.06
2019,276,Matthew Lowton,Burnley,11,990,0,1,0.01,0.01,1.27,0.27,0,0.12
2019,389,Max Aarons,Norwich,9,810,0,0,0.18,0.18,1.31,1.31,0.02,0.15
2019,150,Max Meyer,Crystal Palace,4,174,0,0,0.23,0.23,0,,0.12,0
2019,240,Maya Yoshida,Southampton,7,551,0,0,0.94,0.94,0.07,0.07,0.15,0.01
2019,161,Mesut Özil,Arsenal,2,163,0,0,0,,0.18,0.18,0,0.1
2019,277,Michael Keane,Everton,10,900,0,0,0.64,0.64,0.06,0.06,0.06,0.01
2019,415,Michael McGovern,Norwich,2,159,0,0,0,,0,,0,0
2019,363,Michael Obafemi,Southampton,3,40,0,0,0,,0,,0,0
2019,175,Michail Antonio,West Ham,3,121,0,0,0.94,0.94,0.11,0.11,0.7,0.08
2019,107,Michy Batshuayi,Chelsea,6,37,1,1,1.96,0.96,0.11,-0.89,4.76,0.27
2019,385,Miguel Almirón,Newcastle United,11,923,0,0,2.17,2.17,0.17,0.17,0.21,0.02
2019,11,Mohamed Salah,Liverpool,10,868,5,3,6.42,1.42,1.45,-1.55,0.67,0.15
2019,272,Moise Kean,Everton,9,270,0,1,0.81,0.81,1.15,0.15,0.27,0.38
2019,374,Morgan Gibbs-White,Wolverhampton Wanderers,3,115,0,0,0.07,0.07,0.07,0.07,0.06,0.06
2019,181,Morgan Schneiderlin,Everton,6,489,0,0,0.09,0.09,0.06,0.06,0.02,0.01
2019,268,Moritz Leitner,Norwich,9,689,0,0,0.22,0.22,0.36,0.36,0.03,0.05
2019,67,Moussa Djenepo,Southampton,4,125,2,0,0.5,-1.5,0.34,0.34,0.36,0.25
2019,228,Moussa Sissoko,Tottenham,11,970,0,1,0.55,0.55,0.91,-0.09,0.05,0.08
2019,249,Muhamed Besic,Sheffield United,1,8,0,0,0,,0,,0,0
2019,331,Naby Keita,Liverpool,2,9,0,0,0,,0,,0,0
2019,160,Nacho Monreal,Arsenal,3,270,0,0,0.04,0.04,0.46,0.46,0.01,0.15
2019,293,Nampalys Mendy,Leicester,1,1,0,0,0,,0,,0,0
2019,84,Nathan Aké,Bournemouth,11,990,1,1,1.04,0.04,1.27,0.27,0.09,0.12
2019,98,Nathan Redmond,Southampton,9,803,1,0,1.83,0.83,0.76,0.76,0.21,0.09
2019,280,Nathaniel Chalobah,Watford,4,234,0,0,0.1,0.1,0.13,0.13,0.04,0.05
2019,15,Neal Maupay,Brighton,11,796,4,0,5.51,1.51,0.85,0.85,0.62,0.1
2019,215,Neil Taylor,Aston Villa,7,566,0,0,0.1,0.1,0.06,0.06,0.02,0.01
2019,212,Nemanja Matic,Manchester United,3,161,0,0,0.13,0.13,0,,0.07,0
2019,47,N'Golo Kanté,Chelsea,4,285,2,0,0.66,-1.34,0.04,0.04,0.21,0.01
2019,334,Nick Pope,Burnley,11,990,0,0,0,,0.06,0.06,0,0.01
2019,88,Nicolás Otamendi,Manchester City,8,607,1,0,1.36,0.36,0.05,0.05,0.2,0.01
2019,122,Nicolas Pepe,Arsenal,10,731,1,2,3.08,2.08,1.37,-0.63,0.38,0.17
2019,314,Oleksandr Zinchenko,Manchester City,7,582,0,0,0.29,0.29,0.68,0.68,0.04,0.1
2019,112,Oliver McBurnie,Sheffield United,10,475,1,0,1.06,0.06,0.42,0.42,0.2,0.08
2019,402,Oliver Norwood,Sheffield United,11,925,0,0,0.15,0.15,1.05,1.05,0.01,0.1
2019,379,Oliver Skipp,Tottenham,2,2,0,0,0,,0,,0,0
2019,163,Olivier Giroud,Chelsea,4,117,0,0,0.04,0.04,0.75,0.75,0.03,0.57
2019,135,Onel Hernández,Norwich,4,156,1,0,0.26,-0.74,0.06,0.06,0.15,0.04
2019,239,Oriol Romeu,Southampton,11,963,0,0,0.13,0.13,0.46,0.46,0.01,0.04
2019,304,Pablo Fornals,West Ham,10,414,0,0,0.55,0.55,0.69,0.69,0.12,0.15
2019,197,Pablo Zabaleta,West Ham,5,196,0,0,0,,0.08,0.08,0,0.04
2019,74,Pascal Groß,Brighton,11,753,1,1,0.77,-0.23,2.84,1.84,0.09,0.34
2019,120,Patrick Cutrone,Wolverhampton Wanderers,8,281,1,0,2.13,1.13,0.48,0.48,0.68,0.16
2019,251,Patrick Roberts,Norwich,3,19,0,0,0,,0,,0,0
2019,45,Patrick van Aanholt,Crystal Palace,11,990,2,0,1.24,-0.76,0.23,0.23,0.11,0.02
2019,242,Paul Dummett,Newcastle United,8,631,0,0,0.02,0.02,0.01,0.01,0,0
2019,290,Paul Pogba,Manchester United,5,450,0,2,1.11,1.11,1.25,-0.75,0.22,0.25
2019,256,Paulo Gazzaniga,Tottenham,5,442,0,0,0,,0.4,0.4,0,0.08
2019,211,Pedro,Chelsea,3,244,0,0,1.23,1.23,0.31,0.31,0.45,0.11
2019,359,Pedro Neto,Wolverhampton Wanderers,7,133,0,1,0.14,0.14,0.9,-0.1,0.1,0.61
2019,353,Phil Foden,Manchester City,4,27,0,0,0.14,0.14,0.2,0.2,0.47,0.66
2019,191,Phil Jagielka,Sheffield United,3,33,0,0,0,,0,,0,0
2019,345,Philip Billing,Bournemouth,11,949,0,1,0.48,0.48,0.63,-0.37,0.05,0.06
2019,4,Pierre-Emerick Aubameyang,Arsenal,11,990,8,0,5.12,-2.88,0.85,0.85,0.47,0.08
2019,152,Pierre-Emile Højbjerg,Southampton,11,914,0,0,0.92,0.92,0.75,0.75,0.09,0.07
2019,5,Raheem Sterling,Manchester City,10,887,7,1,6.73,-0.27,4.16,3.16,0.68,0.42
2019,149,Ralf Fährmann,Norwich,1,21,0,0,0,,0,,0,0
